Unnamed: 0.1,Unnamed: 0,Subject_Namespace,Subject,Relation,Object_Namespace,Object,pmid,evidence,Source,Association Score
,7970,,DNA Damage,INCREASES,,Alzheimer Disease,,,SCAI,
,7979,,Alzheimer Disease,POSITIVE_CORRELATION,,TP53,,,SCAI,
,7981,,OGG1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,7983,,OGG1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,7989,,APP,INCREASES,,Alzheimer Disease,,,SCAI,
,7990,,APP,INCREASES,,Alzheimer Disease,,,SCAI,
,7991,,APP,INCREASES,,Alzheimer Disease,,,SCAI,
,7992,,Bace1,INCREASES,,Alzheimer Disease,,,SCAI,
,7998,,Bace1,INCREASES,,Alzheimer Disease,,,SCAI,
,7999,,5-methylcytosine,INCREASES,,Alzheimer Disease,,,SCAI,
,8000,,folic acid,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8001,,homocysteine,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8002,,S-adenosyl-L-methionine,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8004,,homocysteine,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8005,,cobalamin,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8006,,homocysteine,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8007,,S-adenosyl-L-homocysteine,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8013,,MTHFR,INCREASES,,Alzheimer Disease,,,SCAI,
,8014,,MTHFR,INCREASES,,Alzheimer Disease,,,SCAI,
,8016,,MTHFR,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8020,,RFC1,INCREASES,,Alzheimer Disease,,,SCAI,
,8022,,MTR,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8029,,RFC1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8030,,homocysteine,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8031,,cobalamin,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8035,,APOE,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8036,,C10orf105,POSITIVE_CORRELATION,,late-onset Alzheimers disease,,,SCAI,
,8037,,RARRES3,POSITIVE_CORRELATION,,late-onset Alzheimers disease,,,SCAI,
,8038,,Alzheimer Disease,DECREASES,,MIR107,,,SCAI,
,8042,,APOE,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8043,,rs429358,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8049,,homeostatic process,ASSOCIATION,,late-onset Alzheimers disease,,,SCAI,
,8058,,Igf1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8084,,MIR101-1,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8105,,DBN1,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8113,,(S)-S-adenosyl-L-methionine,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8114,,S-adenosyl-L-homocysteine,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8117,,PTK2B,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8122,,OTC,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8123,,BRCA1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8126,,MIR518C,INCREASES,,Alzheimer Disease,,,SCAI,
,8127,,MIR9-1,INCREASES,,Alzheimer Disease,,,SCAI,
,8128,,FSD1,INCREASES,,Alzheimer Disease,,,SCAI,
,8129,,MIR140,INCREASES,,Alzheimer Disease,,,SCAI,
,8130,,MIR326,INCREASES,,Alzheimer Disease,,,SCAI,
,8161,,PIN1,NEGATIVE_CORRELATION,,late-onset Alzheimers disease,,,SCAI,
,8170,,neurotoxicity,INCREASES,,Alzheimer Disease,,,SCAI,
,8171,,ALOX5,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8172,,LTB4R,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8173,,DNMT1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8174,,DNMT3A,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8179,,ABCA7,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8180,,SORL1,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8181,,SORL1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8182,,H3f3a,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8189,,H3F3A,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8203,,Alzheimer Disease,NEGATIVE_CORRELATION,,MIR107,,,SCAI,
,8205,,Alzheimer Disease,DECREASES,,MIR29A,,,SCAI,
,8207,,Alzheimer Disease,DECREASES,,MIR29B1,,,SCAI,
,8227,,Alzheimer Disease,DECREASES,,MIR106B,,,SCAI,
,8233,,neurotoxicity,INCREASES,,Alzheimer Disease,,,SCAI,
,8251,,reactive oxygen species,INCREASES,,Alzheimer Disease,,,SCAI,
,8256,,H3F3A,INCREASES,,Alzheimer Disease,,,SCAI,
,8258,,H3F3A,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8261,,IL1B,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8262,,IL1B,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8264,,MIR146A,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8265,,TNF,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8266,,TNF,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8268,,H3F3A,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8270,,Inflammation,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8273,,regulation of synaptic plasticity,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8274,,Alzheimer Disease,DECREASES,,MIR29A,,,SCAI,
,8276,,neuron death,INCREASES,,Alzheimer Disease,,,SCAI,
,8283,,H3F3A,INCREASES,,Alzheimer Disease,,,SCAI,
,8284,,DHCR24,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8296,,neuron-neuron synaptic transmission,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8297,,memory,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8306,,homocysteine,INCREASES,,late-onset Alzheimers disease,,,SCAI,
,8318,,MAPK cascade,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8320,,PEBP1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8325,,CHRNB2,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8327,,Alzheimer Disease,DECREASES,,STX1A,,,SCAI,
,8328,,PSEN1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8334,,Alzheimer Disease,INCREASES,,DYRK1A,,,SCAI,
,8338,,TP73,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8365,,Hspd1,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8366,,Hspa1b,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8368,,Alzheimer Disease,POSITIVE_CORRELATION,,endoplasmic reticulum unfolded protein response,,,SCAI,
,8378,,Alzheimer Disease,POSITIVE_CORRELATION,,NRGN,,,SCAI,
,8426,,TREM2,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8427,,TREM2,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8460,,amyloid-beta,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8543,,Mapt,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8545,,"Stress, Psychological",ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8547,,Mapt,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8551,,"Stress, Psychological",ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8554,,Mapt,INCREASES,,Alzheimer Disease,,,SCAI,
,8556,,Crhr1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8574,,Alzheimer Disease,DECREASES,,CRH,,,SCAI,
,8575,,Parkinson Disease,DECREASES,,CRH,,,SCAI,
,8580,,Alzheimer Disease,INCREASES,,CRHR1,,,SCAI,
,8581,,Alzheimer Disease,DECREASES,,CRH,,,SCAI,
,8586,,amyloid-beta,INCREASES,,Alzheimer Disease,,,SCAI,
,8617,,EGR1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8622,,DKK1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8676,,DKK1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8692,,Alzheimer Disease,ASSOCIATION,,DKK1,,,SCAI,
,8693,,Parkinson Disease,ASSOCIATION,,DKK1,,,SCAI,
,8722,,EGR3,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8739,,amyloidogenesis,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8742,,Alzheimer Disease,POSITIVE_CORRELATION,,RANBP9,,,SCAI,
,8743,,CFL1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8769,,Alzheimer Disease,ASSOCIATION,,MIR27B,,,SCAI,
,8770,,Alzheimer Disease,DECREASES,,cell migration,,,SCAI,
,8771,,Alzheimer Disease,NEGATIVE_CORRELATION,,chemotaxis,,,SCAI,
,8772,,Alzheimer Disease,NEGATIVE_CORRELATION,,phagocytosis,,,SCAI,
,8773,,NFE2L1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8779,,EGR1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8785,,USF2,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8791,,MIR132,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8807,,Alzheimer Disease,DECREASES,,EGR1,,,SCAI,
,8847,,TIMP1,POSITIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8876,,Alzheimer Disease,POSITIVE_CORRELATION,,TIMP2,,,SCAI,
,8885,,rs7975232,NEGATIVE_CORRELATION,,Alzheimer Disease,,,SCAI,
,8898,,ESR1,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8907,,vitamin E,DECREASES,,Alzheimer Disease,,,SCAI,
,8908,,vitamin C,DECREASES,,Alzheimer Disease,,,SCAI,
,8911,,Free Radicals,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8912,,reactive oxygen species,ASSOCIATION,,Alzheimer Disease,,,SCAI,
,8914,,reactive oxygen species,INCREASES,,Alzheimer Disease,,,SCAI,
,8919,,B vitamin,CAUSES_NO_CHANGE,,Alzheimer Disease,,,SCAI,
,8938,,rs1247351,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8939,,rs2108349,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8940,,rs2059273,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8941,,rs356220,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8942,,rs747754,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8943,,rs6439925,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8944,,rs626927,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,8945,,rs11013043,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9002,,GIGYF2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9044,,Parkinson Disease,NEGATIVE_CORRELATION,,SOX6,,,SCAI,
,9080,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9081,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9082,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9083,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9086,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9095,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9097,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9099,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9102,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9103,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9105,,PARK7,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9106,,PINK1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9112,,rs17523802,INCREASES,,Parkinson Disease,,,SCAI,
,9113,,rs3766606,INCREASES,,Parkinson Disease,,,SCAI,
,9114,,rs7517357,INCREASES,,Parkinson Disease,,,SCAI,
,9115,,PINK1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9157,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9158,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9159,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9160,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9161,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9162,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9163,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9164,,PINK1,ASSOCIATION,,"Parkinson Disease 6, Autosomal Recessive Early-Onset",,,SCAI,
,9165,,"Parkinson Disease 6, Autosomal Recessive Early-Onset",IS_A,,Parkinson Disease,,,SCAI,
,9166,,PINK1,INCREASES,,Parkinson Disease,,,SCAI,
,9169,,Neuron,NEGATIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9170,,Oxidative Stress,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9171,,PRKN,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9172,,PINK1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9173,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9174,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9175,,LRRK2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9176,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9177,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9178,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9179,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9180,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9181,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9182,,PRKN,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9183,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9184,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9185,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9186,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9187,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9188,,SNCA,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9190,,PTEN,INCREASES,,Parkinson Disease,,,SCAI,
,9212,,PARK7,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9248,,LRRK2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9249,,LRRK2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9250,,LRRK2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9251,,PINK1,POSITIVE_CORRELATION,,Autosomal_recessive_forms_of_parkinsonism,,,SCAI,
,9252,,Dyskinesias,POSITIVE_CORRELATION,,Parkinsonian Disorders,,,SCAI,
,9254,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9257,,Nerve Degeneration,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9258,,"Genetic Diseases, Inborn",POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9259,,dopa,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9261,,Parkinson Disease,POSITIVE_CORRELATION,,Dystonia,,,SCAI,
,9262,,UBC,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9263,,UCHL1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9265,,PINK1,POSITIVE_CORRELATION,,early-onset Parkinson's disease,,,SCAI,
,9266,,Dementia,POSITIVE_CORRELATION,,early-onset Parkinson's disease,,,SCAI,
,9267,,LRRK2,POSITIVE_CORRELATION,,Autosomal_dominant_form_of_parkinsonism,,,SCAI,
,9269,,SNCA,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9276,,Parkinson Disease,DECREASES,,NDUFA4,,,SCAI,
,9277,,Parkinson Disease,DECREASES,,OGDH,,,SCAI,
,9278,,Parkinson Disease,INCREASES,,4-hydroxynon-2-enal,,,SCAI,
,9280,,Parkinson Disease,INCREASES,,NUDT1,,,SCAI,
,9282,,Parkinson Disease,ASSOCIATION,,SOD2,,,SCAI,
,9283,,PRKN,ASSOCIATION,,Autosomal_recessive_forms_of_parkinsonism,,,SCAI,
,9295,,Parkinson Disease,DECREASES,,autophagy,,,SCAI,
,9296,,FRAT2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9298,,Parkinson Disease,DECREASES,,AKT1,,,SCAI,
,9299,,Parkinson Disease,DECREASES,,endothelium development,,,SCAI,
,9300,,Parkinson Disease,DECREASES,,establishment of blood-brain barrier,,,SCAI,
,9301,,Parkinson Disease,INCREASES,,leukocyte migration,,,SCAI,
,9311,,BDNF,DECREASES,,Parkinson Disease,,,SCAI,
,9312,,GDNF,DECREASES,,Parkinson Disease,,,SCAI,
,9315,,GDF5,DECREASES,,Parkinson Disease,,,SCAI,
,9317,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9318,,ATP13A2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9319,,VPS35,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9320,,EIF4G1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9321,,MAPT,ASSOCIATION,,Frontotemporal Dementia,,,SCAI,
,9322,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9323,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9324,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9325,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9326,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9340,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9341,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9342,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9343,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9361,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9362,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9363,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9364,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9365,,MAPT,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9372,,Bradykinesia_symptom,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9373,,Tremor,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9374,,Rigidity,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9375,,"Gait Disorders, Neurologic",ASSOCIATION,,Parkinson Disease,,,SCAI,
,9376,,Postural_instability,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9378,,Parkinson Disease,DECREASES,,folates,,,SCAI,
,9379,,Parkinson Disease,INCREASES,,Plasma_homocysteine,,,SCAI,
,9380,,Parkinson Disease,INCREASES,,folic acid,,,SCAI,
,9381,,Parkinson Disease,INCREASES,,cobalamin,,,SCAI,
,9388,,Parkinson Disease,INCREASES,,SNCA,,,SCAI,
,9390,,Parkinson Disease,NEGATIVE_CORRELATION,,MAPT,,,SCAI,
,9391,,TNF,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9395,,paraquat,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9399,,Parkinson Disease,DECREASES,,regulation of miRNA catabolic process,,,SCAI,
,9400,,Parkinson Disease,NEGATIVE_CORRELATION,,MIR17HG,,,SCAI,
,9401,,Parkinson Disease,NEGATIVE_CORRELATION,,MIR22,,,SCAI,
,9402,,Parkinson Disease,NEGATIVE_CORRELATION,,MIR29A,,,SCAI,
,9403,,MIR16-2,DECREASES,,Parkinson Disease,,,SCAI,
,9404,,MIR26A2,DECREASES,,Parkinson Disease,,,SCAI,
,9405,,MIR30A,DECREASES,,Parkinson Disease,,,SCAI,
,9406,,UCN,DECREASES,,Parkinson Disease,,,SCAI,
,9417,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9418,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9419,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9420,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9421,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9422,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9423,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9429,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9430,,SNCA,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9433,,OCLN,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9434,,TJP1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9441,,Parkinson Disease,DECREASES,,establishment of blood-brain barrier,,,SCAI,
,9449,,Parkinson Disease,INCREASES,,SOD1,,,SCAI,
,9459,,Parkinson Disease,DECREASES,,EGFR,,,SCAI,
,9463,,"DNA, Mitochondrial",INCREASES,,Parkinson's disease,,,SCAI,
,9464,,Parkinson's disease,NEGATIVE_CORRELATION,,CYB5R1,,,SCAI,
,9471,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9472,,PINK1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9479,,Parkinson Disease,INCREASES,,glutathione,,,SCAI,
,9481,,NOS2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9482,,Parkinson Disease,INCREASES,,IL2,,,SCAI,
,9483,,Parkinson Disease,INCREASES,,IL6,,,SCAI,
,9484,,Parkinson Disease,INCREASES,,TNF,,,SCAI,
,9485,,Parkinson Disease,INCREASES,,IBSP,,,SCAI,
,9486,,Parkinson Disease,INCREASES,,CCL5,,,SCAI,
,9494,,FBXO7,INCREASES,,Parkinsonian Disorders,,,SCAI,
,9498,,PARK7,INCREASES,,Parkinsonian Disorders,,,SCAI,
,9502,,edaravone,DECREASES,,Parkinsonian Disorders,,,SCAI,
,9531,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9532,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9533,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9534,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9535,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9536,,DNAJC6,NEGATIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9538,,POLR1C,INCREASES,,Parkinson Disease,,,SCAI,
,9541,,PKHD1,INCREASES,,Parkinson Disease,,,SCAI,
,9547,,DNAJC6,NEGATIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9552,,Parkinsonian Disorders,ASSOCIATION,,ATP13A2,,,SCAI,
,9553,,Parkinsonian Disorders,ASSOCIATION,,GBA,,,SCAI,
,9555,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9556,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9557,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9558,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9559,,LRRK2,INCREASES,,Parkinson Disease,,,SCAI,
,9560,,VPS35,INCREASES,,Parkinson Disease,,,SCAI,
,9561,,MAPT,INCREASES,,Parkinsonian Disorders,,,SCAI,
,9562,,POLG,INCREASES,,Parkinsonian Disorders,,,SCAI,
,9565,,Parkinsonian Disorders,INCREASES,,CKM,,,SCAI,
,9566,,Parkinsonian Disorders,INCREASES,,Mitochondrial Myopathies,,,SCAI,
,9567,,Parkinsonian Disorders,INCREASES,,Hypogonadism,,,SCAI,
,9568,,Parkinsonian Disorders,INCREASES,,"Hearing Loss, Sensorineural",,,SCAI,
,9587,,PLA2G6,INCREASES,,Parkinson Disease,,,SCAI,
,9602,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9603,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9604,,SNCA,INCREASES,,Parkinson Disease,,,SCAI,
,9606,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9607,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9608,,EIF4G1,INCREASES,,Parkinson Disease,,,SCAI,
,9609,,EIF4G1,INCREASES,,Parkinson Disease,,,SCAI,
,9611,,EIF4G1,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9612,,LRRK2,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9616,,NADH dehydrogenase complex,NEGATIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9629,,DNAJC6,INCREASES,,Parkinson Disease,,,SCAI,
,9631,,DNAJC6,INCREASES,,Parkinson Disease,,,SCAI,
,9636,,Parkinson Disease,POSITIVE_CORRELATION,,rs11248051,,,SCAI,
,9640,,VPS35,INCREASES,,Parkinson Disease,,,SCAI,
,9657,,ATP13A2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9659,,Parkinson Disease,INCREASES,,Oxidative Stress,,,SCAI,
,9660,,Parkinson Disease,INCREASES,,response to nitrosative stress,,,SCAI,
,9661,,Parkinson Disease,INCREASES,,copper(0),,,SCAI,
,9662,,Parkinson Disease,DECREASES,,CP,,,SCAI,
,9664,,Parkinson Disease,INCREASES,,elemental manganese,,,SCAI,
,9666,,SLC41A1,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9668,,PARK7,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9670,,ATP13A2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9673,,Parkinson Disease,POSITIVE_CORRELATION,,PRKN,,,SCAI,
,9675,,Parkinson Disease,POSITIVE_CORRELATION,,GBA,,,SCAI,
,9679,,IL1B,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9680,,TNF,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9683,,Parkinson Disease,INCREASES,,response to stress,,,SCAI,
,9684,,Parkinson Disease,INCREASES,,glucocorticoid,,,SCAI,
,9687,,SNCA,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9688,,SNCA,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9689,,SNCA,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9691,,autophagy,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9699,,Parkinson Disease,INCREASES,,SNCA,,,SCAI,
,9700,,Parkinson Disease,INCREASES,,SNCA,,,SCAI,
,9708,,LRRK2,POSITIVE_CORRELATION,,Parkinson Disease,,,SCAI,
,9709,,hyposmia,ASSOCIATION,,Parkinson Disease,,,SCAI,
,9710,,Parkinson Disease,INCREASES,,LRRK2,,,SCAI,
,9722,,LRRK2,POSITIVE_CORRELATION,,early-onset Parkinson's disease,,,SCAI,
